 	27
0DF85A4D73E9FB02	19
0DF860E94F712B75	27
0DF960E3A10F6FF6	21
0DF9F83B13D49E2F	32
0DFA138DB0B509D9	31
0DFA22A8439FCF58	33
0DFAEC0ACC92F63A	33
0DFB013A5D8A3BA1	23
0DFBA41B93D59A16	36
0DFC047C98EC5437	18
0DFC9B8744934CFC	34
0DFD65C375783B0B	22
0DFDD944ED0812EF	28
0DFDDA062B87E66A	41
0DFE2827CC602FDB	27
0DFEA28341335878	35
0DFEBACE62CC0D5B	38
0DFEE9E33CD93673	33
0DFF68CEDBA3B86C	30
0DFFD14F8A81B232	22
0E0013BAF95A064D	32
0E003720880DDDB1	28
0E0043A046DBA875	30
0E0115B05C2660E5	26
0E018331AD002DC5	36
0E019E3945BCD15A	30
0E01C18926781145	36
0E01C4FBABFED7E2	26
0E0240F1AD272742	39
0E025A98843AF0A2	25
0E030AEBEFD94D48	14
0E03118C1EA0C70E	36
0E0324EA31F38FD9	25
0E0325153A76AA0D	25
0E03308C160E8F80	36
0E033CE1D13DB3A9	33
0E036E3FF382F80B	34
0E0442C15CB78095	27
0E045E3037A5CDED	27
0E04621979000C5B	25
0E04E8EBED0CB2FA	37
0E0504F7A602EABB	27
0E05422E5F326EF5	31
0E056FBCDD26E794	30
0E0572F6CB943262	33
0E058E316E481539	25
0E05C785795D55FD	28
0E06339BB1A0849D	28
0E066552651023F1	34
0E06685D61FF6146	28
0E0701AC586E04E5	32
0E074F4DFAC2CE04	34
0E0871DBAA2CCBE4	36
0E08E08037B4D3A1	29
0E09ACB7966BCA42	35
0E09D1B1119E3F6B	26
0E09F5542C710FED	36
0E0A78BE08B44CE4	28
0E0AB3AD15FF46A6	27
0E0AB8C8D75BC43C	26
0E0AE9FF2FD7142F	25
0E0B2AD567AB8885	41
0E0BD8A17566C14D	29
0E0C2852C932E2A7	26
0E0C466C229D8F74	36
0E0C50E0EEDD9C6D	31
0E0C8E1C78C3B747	34
0E0CAD64D7004A1F	31
0E0DE0CDB782F483	27
0E0E905352D65DFA	29
0E102F72BC9521B7	30
0E106016C3AA5BFF	34
0E10983D01D1E913	33
0E109A4A8CB53F74	36
0E10C751D406FAA1	28
0E10DD8EB5EEB192	41
0E112AD0E7CE08E0	24
0E113ECCD991F53C	27
0E11898D57005727	29
0E11D0170C3AC6F8	34
0E11E369497ABF2E	35
0E1277772275CBC0	32
0E127ED790E11905	20
0E128E9ABCB5E661	33
0E13B1FCD39A9C99	29
0E144729C0DF1739	31
0E146364394392B6	25
0E14669E83C46DE5	30
0E146958FC73FCCC	21
0E147092592E1B1A	37
0E14A2FF2E3E1232	33
0E14D39915F5143B	30
0E14FF5A73822FDD	29
0E1574F7A31A752B	25
0E1594EA92D7F0C8	30
0E15AFE7BC3FD011	28
0E15C57B611BD233	40
0E15F40352EC6203	30
0E162598E8991CB4	23
0E16916F134A8E9A	34
0E16CE2515669734	23
0E175B62705753F3	24
0E177904F456B348	28
0E178CFF1F3895EB	25
0E1804DBEAE04B8C	28
0E1833C1900850CC	18
0E18466C15D9D84F	31
0E190D56A5A849C7	31
0E192C94F92FB716	41
0E1A192C2CAC4A54	28
0E1A463497A6A89F	27
0E1B73B4124D3D1F	27
0E1B7F8031EC8C95	19
0E1BB9F956E9A343	28
0E1BEB7DDC33850C	25
0E1C6036D44D3113	33
0E1C9CEE17584299	35
0E1CAADFDDFD8CC0	24
0E1CB537E81EF571	31
0E1CC96DE3C25B08	27
0E1CD719F6F84400	33
0E1CE35F25E7984D	25
0E1DAF416B835630	40
0E1DED788FEA24F4	34
0E1E96A524FBCA57	39
0E1EAB56BF7A8907	30
0E1ECED57B99E9EA	34
0E1F2A813EAD4F83	31
0E1FF1491DFC6EC4	23
0E209C9B1C8F8D73	32
0E20E1E35531A919	32
0E22A9B5D42FD711	31
0E22BDDA653F0623	25
0E22ED209E853362	24
0E2354ECB09530DA	22
0E23C16870819D46	36
0E247D059019BFEB	24
0E252CE4AFDFAD0B	31
0E26C866E6D98E37	30
0E26D9AC25EE4DE2	31
0E271351EB77D15E	35
0E279BF4A9F50989	29
0E27F2770EFAF9AF	36
0E28204165D49E6C	29
0E28EEEB35C742D2	24
0E28F2034DFB1468	26
0E296CFB4FB87D20	26
0E297288EAEA2752	29
0E299BFDDE3C8878	21
0E299E256770AE3A	37
0E29F13180C18554	33
0E2A242A7692E4BD	21
0E2A33E53163F0B5	29
0E2A579E8D1F03B3	31
0E2A670F1D9DE95A	32
0E2A6941ACFF6EB6	25
0E2AAD2D35E93B8C	25
0E2B1BF44641A598	31
0E2B4D6325B07DD0	31
0E2B604784E14D23	33
0E2B91D35CECDCEE	35
0E2C27C3122F9D62	32
0E2C3FF1CE3D1EDC	40
0E2C787C31F12E57	26
0E2C78FED32E75D2	30
0E2CA7B44A5A72CF	28
0E2CB2A00B6E1D59	21
0E2E23B73AA1504A	28
0E2E464CABFB8045	35
0E2E935FAA0120F0	30
0E2EB509443FACC2	27
0E2F1BC7AD328777	25
0E2F4151773B5C7D	29
0E2F999716724FFC	34
0E30954B784D9C19	30
0E30A57AF53BE7B8	28
0E30A5C1E381A82A	29
0E316074E9810AF1	31
0E32C7891C64D5E7	31
0E32F4C02965D2D8	26
0E33711975A274F5	31
0E33726FFBC93023	26
0E34A364EC63597E	33
0E34A428B1CB7D63	19
0E34EC02E1E595E5	31
0E3525BE1D0C44B1	33
0E3537FD0E5FAA4A	28
0E3582A734107D3A	27
0E3619D1703DEBD2	22
0E363F2BF753E20A	31
0E3641E06188F18B	32
0E3650E8219D6016	31
0E36C8F3916802DC	41
0E36D8EFC4D09F01	26
0E370FEF35485DAC	32
0E372DAB7FEC315C	37
0E37AABE794888DC	36
0E37AD55DC43A6BC	26
0E382E112F388CD2	31
0E385CE9E2A20993	35
0E39A3BED1F47274	36
0E39EFDACB8EB244	27
0E3A2A054C471175	31
0E3A40946E5591BF	26
0E3A7B0917B0C736	27
0E3AA957A60E1C22	24
0E3B3317CDAE71F6	32
0E3B5953AFA879EF	19
0E3BD7459D843316	36
0E3BF20A00510CD6	23
0E3C192263F474B9	33
0E3C375219DE84D9	24
0E3C44E0E7069D70	26
0E3CF282F21FEB95	25
0E3E267B7158406B	31
0E3E3BB40911F37C	35
0E3E480EA73DA117	23
0E3E4A7D903B2D9A	27
0E3E6471A5F9ABEE	27
0E3E7D7309DC8EF9	28
0E3EF84D1A61B963	32
0E3F1D07F3AA4A4A	24
0E3F3D226B4F6B6B	27
0E3F513909120F86	32
0E3FC52BBD0877DD	27
0E3FC7BB370CB1D2	31
0E40001799C19DAB	35
0E4006ED10D53C35	24
0E4083EC63E2EB77	28
0E40A4EC000E2860	31
0E40EF85219A4C7B	27
0E41B640B43B71B5	28
0E41EE8E8824F785	33
0E4257CEAFFC6636	30
0E4282BC61C81A8C	32
0E430A4BBE01980B	30
0E4354E036BAE7B2	29
0E437112638C2D60	26
0E43786E83DEDA62	27
0E43CFCB548F2959	26
0E43E67BCFDA1CE7	38
0E43F614C7D04B43	30
0E4483217199AC05	29
0E4484D3D74EE8D3	29
0E44FD39B3DDD546	37
0E452485097498B3	25
0E454BEFD673663A	34
0E45F8C6020704E0	25
0E4633145C896107	37
0E468B2D802FBB82	28
0E474DAD96E8F822	28
0E481D4410A736A5	29
0E48323DC37F2C20	29
0E484E381BAF3C2A	27
0E48BF7A136673C9	26
0E48DB5513503079	30
0E494B0059CC1941	23
0E4A0AD09ABCF7A8	16
0E4A33B4D8F2A338	33
0E4A71825B843BA8	27
0E4AFC2A885721F6	30
0E4B68855F07234E	25
0E4BA3FDECF631DC	35
0E4BB1D055F5D99F	25
0E4BD33928BB00FC	37
0E4CBBFB0120BFA7	31
0E4CFECFD8EB2669	25
0E4D2A713E504BCB	32
0E4D2E3A5DA0B7EB	34
0E4D9A1F33808EBA	35
0E4DA0DA0B3B9BFC	23
0E4E05C6B056D82F	23
0E4F4B43A0230CCB	33
0E4FD81B559EBAF1	28
0E5000F2777989B6	44
0E502816425B7EFB	36
0E50BBF471581E36	32
0E510B536B1C0394	29
0E51196E0DC68293	24
0E512E6EFEE1713C	32
0E51DC82BD255CFB	30
0E51EF86AC8F9502	31
0E524153A0F72E74	20
0E52ED5A2369F998	28
0E5337B2CE790E0C	32
0E5340C264DEEB73	27
0E53547B5EBD1286	29
0E53B06FB145C9DE	32
0E53C2F2AC989B3A	33
0E53EB85AD7C8D65	36
0E540C7A5AF2F2B8	26
0E544EE8769B1BBA	36
0E545116838A1B1B	35
0E5457C75AF59755	37
0E5471ADB0BA7B27	29
0E554A10C4722E21	37
0E556EFAE26A4BF8	29
0E56018106657926	32
0E562FE748F0408B	35
0E564F35FE4FD002	27
0E5656CEDAF65733	31
0E56C4073F8B665E	30
0E56C4E40D3BC18C	12
0E56CCD399B6F16D	30
0E56F865C763C70E	32
0E573830B31BFEF2	40
0E57A51F9AA71344	35
0E57E03E99F05159	31
0E58C9B624B87D9C	20
0E598132667EDCB5	24
0E59D758EC04488E	32
0E59D98E6DC22DFC	21
0E5A1B86236285EA	37
0E5A487D05FBC3AE	30
0E5A4B97AA6E4F11	30
0E5B1266EA816CA7	25
0E5BEF933D55FD01	27
0E5BFC3979388970	29
0E5C115754E8BEA8	29
0E5C9AB4B67E9B98	22
0E5CAB68EEA026B6	29
0E5D6E37610BD157	40
0E5E04DA34109CD7	29
0E5E1CF4A4DB53EB	35
0E5E1E1EB678BAB5	20
0E5E642B3E414B9A	22
0E5F0B6512D851D5	27
0E5F92E46C03BDEB	29
0E5FC1F5634FAC89	31
0E600B2D2941E211	28
0E607D95ACB084BA	27
0E6081D123A79D73	31
0E615818C9AD6F0E	22
0E61595307417749	32
0E6170A8AF343043	24
0E6178B91A2D22D7	26
0E61A5973266868A	32
0E61EF251FBC9271	39
0E620961A2D5155C	29
0E622E805DB5C94C	25
0E62861167E844C6	29
0E62AD8B89B52458	33
0E630465407EA919	25
0E630893AD4253BF	35
0E6386BAAC37475C	32
0E6416DF4FE3EF3D	29
0E6482417E1829E3	27
0E649F2519DF4B2C	36
0E64CF8CA0770B2C	31
0E64EE7C76B9DD5D	31
0E65329E76E86996	39
0E65FB56F87E256D	28
0E67101CBF2B138D	30
0E6755716C417C5F	27
0E677D95D884CF9F	27
0E67A56D1ADC26DD	31
0E67B1348D8FF957	30
0E67B302B6D73B9A	31
0E68237BE1A04020	35
0E6866DD6B485E8E	32
0E68ECFD6C93796E	28
0E69FA1FB6417E5E	34
0E6A24F3CF0C37E9	30
0E6A327B8C31E0F7	28
0E6A7BCA2E0469B5	25
0E6A992F01C1CD2B	36
0E6AA9287921A88C	24
0E6B3AC30F44AFBA	24
0E6C0EDC6417382A	29
0E6C1D7601DA9517	29
0E6C51ADE305D143	27
0E6C88BB3F3AB1FC	26
0E6CA9F689209B22	28
0E6CF2170DF1B750	22
0E6D98D0A78ADA4A	28
0E6E3A64E2A309F3	32
0E6E6292C5B131F9	29
0E6FDED918D00F89	25
0E70CE62D738EFA9	26
0E70D65604FDEE80	31
0E70DD75EEA639F5	37
0E70E17638D89AE6	36
0E70EF8504B3AB52	28
0E7165ACFCD1FA44	36
0E71E7E15C71EBFF	28
0E71EEE401B5C4FD	29
0E728B493F6E562F	35
0E72C0A4A5F27CA6	32
0E72F66D8A305074	18
0E7307A253D7D108	25
0E739BA6D45B9CCE	37
0E7424EA17B8B592	35
0E7433B95A4D40EF	37
0E747A2AEB3F2F52	28
0E74B93B8AFA778A	38
0E751C23A96F532C	23
0E75A3EF38EABB31	36
0E75E7EA1613AACE	33
0E7629453387DB01	25
0E7631E05AE91F91	31
0E77195E342F8FAB	28
0E77B3889615863F	30
0E77B9430C265C82	26
0E77F088B3DADE22	34
0E77F5FF1731E59C	43
0E78A27769B7FAE1	34
0E79062E24089156	24
0E79893024D696E4	25
0E7999D395D76D0D	28
0E79A5DE977798EC	29
0E79E147B2A8D0AF	30
0E7AEE7F5D930AF5	31
0E7B50D08CB62DF3	29
0E7BDFB9E77B61C5	30
0E7BFD4565B9B534	32
0E7C5688E71307F6	28
0E7C7D5404DAFE57	33
0E7C8080C05A297E	30
0E7CDC2E7E331020	30
0E7D25D4E3E941CA	25
0E7D776BC5493433	19
0E7DA4430C8499B9	33
0E7DC31212889E94	31
0E7DCD49E6AD3C40	20
0E7DE7F70D8E63BA	25
0E7DFC05712F613C	26
0E7DFD94D1834CEC	31
0E7E390F63CB7B54	25
0E7EA846EA609558	24
0E7FCA447F9D2964	29
0E8030CE17378722	31
0E805FF23D39A708	35
0E8069DB63D081BD	39
0E808D3E3FEC10DA	34
0E808E76568E53CE	26
0E80A681BA12A39F	26
0E80FE78BB51EB26	25
0E810FF36E94CBBA	20
0E8235978E4B0341	25
0E8269DA25AC66BC	27
0E82AB1CC11BCA6E	25
0E82B291107CD948	26
0E82C7F0F977BAEA	31
0E82DD41D368B69B	29
0E839D7CCF760586	31
0E83D30F87D6159F	25
0E83EE767FBDD6F8	29
0E8440C378341A21	30
0E845DB7B22550C9	18
0E84635027403F56	27
0E84A4F1C62110D3	23
0E854152B43D709B	22
0E856A718F5F9E09	30
0E857530CA8A0079	26
0E85DF651BCA2C2E	28
0E86EA29220E20BA	32
0E876593339B38D8	34
0E8782E52755AC1A	38
0E8794569D085E9D	31
0E87D6143BC559E3	30
0E883584341732F6	29
0E88812C5F35C68F	28
0E8942AFF379116D	36
0E89A60A25DC2641	39
0E89EEA20F609A36	33
0E8A4A17FE5DF217	33
0E8A6C3D61A7ADED	42
0E8AD2FCEA0C5A93	35
0E8AE44529E1A5A3	32
0E8AFAE9B17F29D6	33
0E8BB16201B6DBC0	29
0E8C1A3315688B03	39
0E8CF772A5E2AE10	16
0E8D0A32BB366248	26
0E8D5A06A43CBD74	26
0E8DE9819DC47BD7	21
0E8E1653D852EB15	19
0E8E1A0E42E1D567	29
0E8E5F0C3A37086D	31
0E8F371311010D26	34
0E8FDA73DD06618A	30
0E90287B4D38ACA9	36
0E90896203C20B40	25
0E90A68677D2939C	32
0E9119550902917D	27
0E919FD279DD6219	33
0E91F21F97A42BFC	30
0E922EA0CAFA8767	31
0E92ADCDDDFD4E01	31
0E92F3487016C434	33
0E9300390FBCF43A	27
0E93D80C7EBE3529	33
0E93EC6FF5BEF7CB	31
0E941F0ACE4B81D6	41
0E94338288268C0F	30
0E948F8E139BB857	34
0E94AD1BFC7853F6	31
0E94CE555357C997	22
0E95792A4E87DBD6	33
0E959B425453DD12	24
0E95A0CBCDC229A7	35
0E95F6AD39172E31	32
0E964D325D2C6C82	31
0E97043E91299E1D	37
0E9744A1497F54B2	22
0E97C1CA5D9FE442	29
0E98218000D4CD20	41
0E982F8CA8FD9FB7	28
0E983DD4D6EBDFD4	36
0E98E52D585E306C	24
0E9905E809176568	25
0E99658C555BD790	31
0E9A58BB43AD1A60	25
0E9B1C17D7215A8E	27
0E9C8D3A9ABFCBEF	33
0E9C926C26717AAF	35
0E9CC3A878999A50	33
0E9DAAB8CBE74A0E	34
0E9DEB77C7D41A08	28
0E9E3AD408DDF272	31
0E9F1B59B331181E	28
0E9F9C240F76BD8C	27
0E9FEE45F6D0BD1D	33
0E9FF6F9674F27D7	35
0EA023151A14E70F	39
0EA0BA3038FE05E9	32
0EA0C754ED43C5E9	25
0EA0CC85FF6714BE	26
0EA0DA820A7F315B	24
0EA175525FE5E1CD	24
0EA1CA47FB5956EE	30
0EA24BF58B8953B5	41
0EA256E22CA1FDE4	28
0EA25EFF2B0DA9CB	27
0EA32770CA39F80A	32
0EA3436311305345	36
0EA40F068467CBCE	23
0EA43604FFD4F488	31
0EA494E5228189CF	19
0EA4B591541EC30A	25
0EA54A9F56B3934D	25
0EA5CBA0440999B1	37
0EA5D212297BEE18	31
0EA5E8C8A5D24AC8	25
0EA5FC78203C13BF	39
0EA6374D86AB02C5	38
0EA658743C26499E	27
0EA666D877AB4112	28
0EA6E9CEE579E657	32
0EA6FEE836B067B8	32
0EA75D7C969A8E8E	33
0EA7E48840AFCEBA	29
0EA7FDF9B90538E2	44
0EA834190E3E47EA	29
0EA84798F9F187A3	35
0EA8A4BAA27E6232	33
0EA8BACE9BF5C8EC	32
0EA8CA520FCE6A0C	29
0EA9F315A54E26D5	28
0EAA6B593588EA26	25
0EAA88EF7110F2BF	32
0EAAF46899336BFE	23
0EABCD935A79AA6D	35
0EABF2E3B8CA593B	28
0EAD2505DE3CF52D	34
0EAD5DF74E2F3E8F	25
0EAD61A901BC2DD9	30
0EAD734DEEF611FA	37
0EAD8577E2FAAD36	26
0EAE124186FE0911	28
0EAEEB90A9940C23	32
0EAF181CA992EA20	29
0EAF1F5C5ACD7B12	37
0EB001006101BBF1	34
0EB00D1E6D26DE31	22
0EB03AEEB59052B7	30
0EB08308CD391D84	37
0EB13512FC5B8A3F	24
0EB2739BF99B9E41	35
0EB33A76CF2D2D6F	28
0EB34E6D8A09B15C	31
0EB45C99B7C3EFBB	34
0EB4D8B42B17B378	30
0EB4E2DECF4A4586	26
0EB4EBD86E0A27FE	33
0EB549AFA87E707F	28
0EB5EA8B59E6335A	30
0EB5FCF85596E63B	35
0EB611620BBF81CD	21
0EB620C064707A8B	33
0EB65A2DB83424BD	35
0EB679DC3CF9C76F	38
0EB67BFEA950B6EA	25
0EB6D4CAB8D8588C	26
0EB7323E59E62422	26
0EB77A18DE42E8EB	33
0EB79DCD94799C68	20
0EB7E185D8FFDAC0	28
0EB7E667CBA47ACA	34
0EB84A5BE6617802	25
0EB86C1E984267D0	31
0EB8AE43F4460259	27
0EB9CAAFB069028B	28
0EBAD7A6F455D84D	28
0EBB5203118AB8A1	31
0EBBB0385485AEA0	32
0EBC077DED7876AC	32
0EBC24993D960936	26
0EBC63C9E914E8A7	33
0EBC8ED9D339BE3E	26
0EBC97FCAEE365AF	27
0EBCDDD110AA7365	33
0EBD812513227570	38
0EBD9FCF0082F354	31
0EBDC644F448EA33	37
0EBDD27D71D20D60	37
0EBDE49A43A891FC	31
0EBDF67778A71474	27
0EBE388BB4E04C5C	39
0EBE6FD1CC800BE6	26
0EBEF177FDEE88DB	20
0EBF3C112A80D8F6	29
0EBF611CB7F6C650	31
0EC03C9E962172AD	30
0EC0B38D5B17000E	30
0EC0B3FCD2C213D0	27
0EC0F5C94D62EA86	25
0EC16E1184209DC5	23
0EC1999D65948730	26
0EC1D485121B599C	35
0EC218896A13EEC6	27
0EC222CF5650AD64	33
0EC2238288CF6E03	35
0EC2468957B395F3	40
0EC29CFAE79590AB	36
0EC2AF0802CD1C50	21
0EC30A5CA353C485	28
0EC3698A76911E8C	26
0EC38B0F58EAE493	28
0EC395976E1EC8FA	30
0EC3971203D89385	21
0EC40CC6B1CE19C1	34
0EC412BC39F16300	33
0EC58357038555AE	36
0EC5ABEE568C287F	31
0EC5BF5028FA4E5E	36
0EC5D5C516FCE000	41
0EC664A8E03F6717	26
0EC6C6D5EB764B15	33
0EC6EF184FF95D16	38
0EC76E5F297A3C2B	36
0EC7B45B9757CBDB	36
0EC866006F2FF864	30
0EC876E2275555BC	26
0EC8875E5E1D1F2E	33
0EC88DDF3D88C61A	34
0EC90E84883E4A49	31
0EC93704D8448F51	28
0EC9952326476DD4	35
0EC9E71F457D1E36	29
0ECA0752EB695C15	24
0ECA18A72A1D405D	27
0ECA353C50E0A12A	33
0ECABC0A7E06AD2B	35
0ECAD55C1401C9A7	24
0ECAFADE3FD95529	29
0ECAFBFA8FBEF0B3	38
0ECAFE2AA0188B4D	27
0ECC59BC3889C9FC	31
0ECD2A11E3C6823B	29
0ECD750884751BD4	29
0ECE7587201F352A	31
0ECEC16C0E4DB011	34
0ECF50AC6426088B	23
0ECF512B4D7A2130	21
0ECF5443F1075F22	36
0ECF56C61D536B99	27
0ECF8BFEACEC0755	32
0ECFA3A2D4A067E1	32
0ED03B29E2DDDE6B	23
0ED0D235753C992F	30
0ED0D2649389BC85	33
0ED0D73755086AEE	28
0ED101C5FF065374	21
0ED1594C0BCE0D54	30
0ED162FB2A660F41	31
0ED1724785DBDAE1	30
0ED1C50CB272F844	32
0ED1FCA610E9B9C7	33
0ED276B29D01C5DD	28
0ED28399376F1466	36
0ED2B7ADCB115CFD	29
0ED30C89246B596C	29
0ED3A5BFA62D2A48	32
0ED4080F4A96C4EF	35
0ED42D9E29C10E01	24
0ED4A1A3E8156AEF	28
0ED4A3FBDD215FB5	31
0ED4A4A7E60B2B4C	26
0ED4F5A443E67D08	25
0ED53FEC12D8FDEE	30
0ED5518E4BB6C82D	23
0ED5E9BB4A21E171	30
0ED7B30F18066945	33
0ED7B6AFB77A5547	28
0ED7E7A1658B2024	33
0ED92815443BB769	33
0ED9EA843A6F8A1D	29
0ED9FA86010DEA30	29
0EDA91452463E0DF	28
0EDAE05316B60AAB	33
0EDAF9CFD3328AED	25
0EDB5DFD2402C63A	32
0EDBC978ED86E193	25
0EDBD3706626FBB6	23
0EDC11E951429072	35
0EDC184749AC149C	31
0EDC3A66B7AE08A3	40
0EDC922B97E33B90	24
0EDD227A2802BF77	36
0EDD95EA49CFBEC5	31
0EDDA6715832765C	30
0EDE271BCA2E44AC	33
0EDE35BB06783761	34
0EDE3BF061235228	34
0EDE9B25258F12AA	29
0EDEF287D6CB41A9	24
0EDEF68B66F2F968	28
0EDF77B86E6F5211	28
0EDF8514EDC80DFA	24
0EE0014780F57D92	31
0EE0106FA73FCC8C	37
0EE0AFE140A60852	32
0EE0E8D6004B3DF0	36
0EE142BEBEFABE72	32
0EE15EDBCD1CAF67	28
0EE1D2FC30C1D432	29
0EE2AD975B306F6B	25
0EE2F709CE1665E0	29
0EE307AC92E33A66	27
0EE39834219B26A0	31
0EE3E28B15090F33	22
0EE3F3F3E4E10B01	21
0EE419F49BBA617D	23
0EE4E7808C0E0D73	38
0EE529B290EC2934	29
0EE5A3838C4466D6	38
0EE615BCF8F01FD1	35
0EE66CD0507AC4D0	27
0EE6F728CA5D7555	32
0EE739A8E728F820	29
0EE7CFB97E5DA8CA	24
0EE80E057576C37D	30
0EE8A43599837F7E	35
0EE8EAE587B7CBC0	20
0EE963CA19BC3EAA	34
0EE96C2ABC55CC55	35
0EE9F5B115EA0E0E	32
0EEA0A82DB429C72	32
0EEA53E6AD440481	31
0EEAE436CBD20AF9	21
0EEB0F1F35520BBD	28
0EEB378E0615A388	29
0EEB8A803EB342BC	21
0EEBE2241BCB599B	23
0EEC0CCFA376853C	26
0EEC937911805E7F	34
0EECA8DC79593EC3	27
0EECB3BCC9BA164E	30
0EED63FA91A68608	33
0EEDBFB3ACC772C8	34
0EEDE037A66AAD2E	41
0EEF2CE9861CF349	25
0EEF5E98DDB8FA5A	33
0EEFAA606172C16B	29
0EEFF4E28F093467	29
0EEFF97E7629CFB6	33
0EF026EA7EF23D7D	35
0EF02F5F36FED240	27
0EF0EEBDC0D1F271	31
0EF193CC37725E6E	25
0EF1E3EAA386FE44	22
0EF219FE9109842D	25
0EF22387E39BD260	31
0EF2517FFAA91968	32
0EF2EE8DDED00D1E	30
0EF454A7BD0FFA9C	31
0EF546F55ABA127C	30
0EF5527D88E51CBB	32
0EF5BD99C17003B2	28
0EF64123DDB3A2AD	29
0EF6C8765AA2670B	27
0EF78DAE043473BA	37
0EF842F48C82FA4D	38
0EF85427BEF9CD4C	22
0EF8657A54348134	33
0EF93F177D0FBF2C	28
0EF946DA3B64855F	36
0EF94D89A80146C1	30
0EF9526288C3F6C4	30
0EF9C9BFCE100786	33
0EFA381CB9BE6E74	28
0EFA40E15075690D	29
0EFA58DB9060F6AB	34
0EFA7D8F1D8113A8	33
0EFB0F728AE4636C	30
0EFB31002CF61563	33
0EFB5026A9F076AF	21
0EFBBAF559FF1944	23
0EFBD164E39D0974	35
0EFBDF1A19B7C8F7	30
0EFBECBEF260D5E3	29
0EFC591CA593C7C5	38
0EFC64D343963554	29
0EFC9E9F88D2A4D3	38
0EFD0F91530F7C7B	35
0EFD48801C0CB9C9	31
0EFDCD0C01868EB4	26
0EFE1386B3AF9141	28
0EFFFA36C529E904	23
0F0042C63312C08F	28
0F00C157DE377BB9	36
0F014A953804B875	21
0F01A189946857AA	34
0F01C7060E2B3DF7	25
0F02CA4BEFB4B281	21
0F02DB482BCC726F	32
0F02EF063C8064CF	24
0F035202D65CEDE9	27
0F037995E7BD69F4	33
0F037C5FFD894CA7	32
0F039F95AEA31E6E	38
0F03E8EFB279FC72	21
0F04930CF9588D74	34
0F04A7DDAD533224	21
0F054308CD92EF8C	35
0F0600EF75374500	35
0F0604E392786782	28
0F06AFB1595A2728	34
0F06C440F3AD8C21	25
0F07C728B8A92108	29
0F07DEDB941D1D4E	25
0F084846DF5583BB	23
0F08903164F72B4A	44
0F08D6AD33738690	33
0F08EDEAC7BD2337	30
0F0966B66076C340	29
0F096FFBB961EA58	46
0F09AAB44280A3BC	23
0F09BED9E03E355C	32
0F0A38F40B189C59	37
0F0A4749B3F4EE71	28
0F0B4749D353768B	29
0F0B9D91B32D6DA0	30
0F0BA4F4D16955F9	23
0F0BE42B6FF791F7	31
0F0C375348B88202	33
0F0C48FF13A62AD4	44
0F0C7619B0AFFF41	39
0F0C79FC68BD9EF4	29
0F0C9D623AD3DBD5	25
0F0CE8A2E8735487	29
0F0D007A28B952FC	21
0F0D2D98A6A18366	26
0F0D2EE7BD8F44D9	36
0F0DAA1A02A08C84	29
0F0E2B8C5DA6B68D	26
0F0E3E6AC5898B56	33
0F0E85C04B4C0CAB	35
0F0E9079A8ADA6C9	21
0F0EC37C773BBA34	33
0F0EEB7978625757	26
0F0F0521D79DA3BD	30
0F0F3D5CE9C60972	29
0F10FA58A27DD806	31
0F125A74DFB7D347	39
0F12961F760A2D57	32
0F12FFADCC5E387B	24
0F133BE7F842480D	27
0F1357C1BF0F34A1	27
0F13790FFB383F14	30
0F13D1504BD3E705	33
0F1415551872CB9E	32
0F1437D3A66D60E6	28
0F1459106712E7DB	34
0F14641F37911FCB	29
0F14F96C13EF27BB	23
0F15012D390A5622	31
0F15052645EE6CEB	30
0F155B2A02BD6AE3	29
0F1642BB7898D90C	22
0F16B47F4FC154F9	29
0F16BC7CF99162C5	37
0F17773E9AA00ACF	27
0F1789A36A5D7A69	29
0F18EFBE11071ABE	22
0F1917657B16766B	32
0F197E4714D37A83	33
0F19E01FABCB8864	28
0F1A1E959F99C087	27
0F1A4DCB4F3469EB	24
0F1ADBFC1BDF056A	27
0F1B15D4AD550571	36
0F1C03ED0E43A33E	24
0F1CDD549F7C40AB	34
0F1CE94AAFDCA724	33
0F1E183B8CA0B308	25
0F1E22FFE317EB03	35
0F1E2D0141C65BE4	28
0F1E34AC3323DA7E	22
0F1E621E3F53E0FE	26
0F1E6C4BFA6E04E4	25
0F1F3A96358CE887	30
0F1F9B2D263CABB3	29
0F1FCE851C137E9A	28
0F1FD73A51A274E4	21
0F1FDA73B4BD1F0E	21
0F20BFD96454C54C	32
0F20C4FC0FE9347C	26
0F20D91051EAB02D	30
0F20FE8A62B3E1C0	40
0F22626C22935E4D	25
0F226CF88BD9C4D7	33
0F2273490D31B6F6	22
0F240E3AC75E09C4	34
0F24D1CF422C22A5	33
0F251CF6D101BA7B	29
0F25339132EF817B	20
0F25569F60113889	30
0F260A06F881784C	36
0F263ED41A405DA5	19
0F26452E24EBEF30	25
0F2678D449D4EA43	37
0F26E98FA48204F3	26
0F270619605B5071	28
0F2717E5FBAE1DAE	33
0F271DA6DDC944C3	27
0F27392A315C0D2F	31
0F2771C42F5271A2	22
0F27AD4E2AA1E1E6	26
0F2835E49B74FA72	29
0F289DC75F8EA8DC	32
0F28DB5574DDAB18	30
0F29C4B3F28B6520	31
0F29D6EFE8628B6A	32
0F2AD3866E2ECF18	30
0F2AEFC3E37C0C06	34
0F2AF19FDD05B9D7	27
0F2B353FBF0C9ACC	29
0F2B6253DB51B260	28
